review,sentiment
watching tenant interesting experience first film ever seen shuttled speed part non action normally watch anything turgid action movie serbo croat indie find fascinating br br tenant frustratingly sluggish orchestrated one main problem script little realistic character dialogue apart set piece character collide structured setting make work film needed feel conceptual lead lack realistic character development everyone seems two dimensional br br worse character bill spear aka snoop dogg found characterization uncomfortable unsympathetic one point even stopped film got annoyed character aggressive violent monotonal delivery lack personality layer apart reactionary switch get really predictable desperately wanted redeeming quality however one reason jar might nebulous time scape film supposedly feel look early noughties securely fixed character might seemed understandable br br lighting film also awkward way soundtrack attempt provide certain gritty jazz infused atmosphere come largely set well lit br br tenant unbelievable film depict real people propose interesting way thinking race identity life writer white black br br strangely came away feeling project needed david lynch eerie clastrophobic obsessive look feel would lifted actor script something quite remarkable,0
might consider spoiler rather cautious careless never saw movie little fell love first time saw three year old daughter watch br br little acting ilene wood lifetime wonderful voice cinderella appealing believable music really fit movie perfectly acting great loved mouse really hated lady tremain step sister awful cartoonist depicted spoiled behavior well br br wonderful movie especially love story daughter seen movie time still get excited end,1
say one redeeming speck regard film firmly establishes bottom barrel filmmaker know aim making movie regret watching debacle shameless abandon making film waste right folk one hundred thousand dollar film reminds adult video award show group industrial prostitute stand praise believing real actor actress filmmaker ironic watched blue movie better acting directing writing also found funny executive producer justin ament movie play deputy jake barker sure acting career taken ted pfiffer writer part doubt wallowing clichéd glory created noted carrie finklea lead role movie might remember gu van sant elephant though sure want write film resume sure depressing point money spent make film people going watch along torque godsend sky captain world tomorrow one worst film worst film,0
long boring blasphemous never glad see ending credit roll,0
movie actually fairly good story get bogged several key place almost director threw movie together without taking time make essential cut film dennis quaid fairly decent job role something clearly missing several key scene br br hour movie could reduced hour movie probably would much better film feel thrown together br br,1
generally good movie ideal ending acting spectacular character stray person especially liked plot although knew going happen still gave element surprise entire movie however find coming ending could little longer extended maybe seemed like rushed bit writer trying take linen line rain fell instance happened tristan brother hayden know died hospital maybe one setup entire thing know maybe sequel maybe cant wait see,1
know extraordinary film never made available officially dvd anthony quinn performance alone make must see relatively film actor identifies profoundly character phenomenon always unique u moviegoer br br quinn powerful portrayal innocent romanian literally dragged house everyday life force cannot comprehend part make film great script based book published paris romanian priest fled communist take country film succeeds go deep little known area east european history told succession kafka esquire twist fate misadventure johann moritz told openly honestly without political correctness currently precious hollywood fact eulogy lost innocence romanian people devilishly ironic eulogy signed french director working american money italian producer overseeing multinational cast fronted extraordinary mexican born thespian br br seen mention vcds film various asian internet store fortunate take possession digital recording film broadcast british version tcm shame th hour anywhere future dvd release map mgm studio,1
like school video project propaganda film put whole class well teacher sleep br br utterly boring long silent yes silent string unrelated video clip br br instead movie watch paint dry grass grow interesting unless enjoy seeing arab malicious everyone around br br sulieman director embarrassed lame waste film br br deserves one movie quality zero ridiculous propaganda message negative number script lack thereof,0
first really great movie br br ryan reynolds great acting actor really like one amazing skill impersonate character br br soundtrack good music played right time br br idea nine lost world incapable leaving br br still give certain flaw br br horrible second part seems director eager make something new despite effort really boring br br annoying character melissa stand scene e constantly annoying represents everything wrong american woman br br terrible explanation number director busy character development completely missed point good story excuse koala brr terrible br br movie great potential filming nicely done music really good nothing br br see fan ryan reynolds lot time spare,0
waaaaay much frustrating watch waiting whole damn movie end finally get answer end nothing huuuge neon sign question mark head seen bad acting nonsense movie long long time bothering come someone actor read script bull movie say ok let film horrible movie suuuuuuuuuuuucks believe spent hour half life something like,0
know mouthwash commercial guy mouth full listerine whatever trying really hard keep spitting sink great metaphor movie kept watching even though really difficult keeping mouthwash mouth leave minty fresh feeling movie left bad taste mouth spit chance br br premise corny enough fun first time like thousand year gargoyle returned romania priest knew fight kill thing long dead michael pare secret agent get bottom thing gargoyle run amok unfortunately premise completely lost bad dialog le enthusiastic acting part human lead best acting done cg gargoyle br br end movie feel like poor man van helsing check brain door might get dreary monday night gave star,0
always enjoy seeing movie make think drip feed answer audience revolver one film although many reviewer stated difficult follow bit concentration open mind got first time true compare mind muck like usual suspect memento right intelligent thought provoking film br br another thing really liked film damn beautiful every scene every camera angle seems thought age see know mean br br conclude watch open mind may enjoy well one ever said revolver everyone cent,1
take say lightly seen many many film reviewed great deal print tell film single funniest scene ever seen movie might want listen lot diversity opinion make incredibly stupid movie funny get well blame much scene speak come minute mark involves dead convict shackled john candy point found film dumb confusing beginning lose scene came laughed hard peed pant movie ever done project began going berserk supposed sctv movie remember announced time went cast whittled john candy joe flaherty eugene levy also must regime change universal shot upon released shown nearly zero theater watching second time listened theme song actually flaunt incomprehensible plot lyric relaxed logic nerve figured going aside aforementioned routine going berserk many hilarious scene recommend almost stooge flick except much funnier director david steinberg razor sharp timing must laughing candy basically charge never funnier plot device explanatory scene thrown window absolutely run wild flaherty levy follow effortlessly plot plot like animal house plot yeah script uneven little slow start know however well appreciate full sctv style craziness transpires stupid stupid purpose need remember see see discover funniest scene time,1
really wanted like pillow book intriguing story interesting character outline ewan macgregor utterly glorious altogether unfortunately hated every minute greenaway got enamoured presenting movie uniquely film benefit even get vivian wu abysmal acting br br get distracted story billion teeny window calligraphy roll bottom screen displaying lyric music playing seems lost sight presenting actual story developing plot got entangled foo foo embellishment nothing anything bit like presenting john singer sargeant portrait chintzy hallmark frame say grandma love big sparkly letter br br movie seems casualty director auteur ego instead could disturbingly horrifyingly beautiful another director hand jeunet coppola could masterpiece greenaway hand best relegated fine art class also take seriously,0
italy produced lot really great original horror film certainly one first thing notice danse macabre style film shot beautiful black white due director antonio margheriti use lighting film almost look like could german expressionistic horror film coupled horror filled plot line ensures danse macabre film truly capture essence horror course fact beautiful barbara steele appears film harm matter good news continues film get flex acting muscle film made famous plot aware time released incorporates great edgar allen poe follow alan foster writer accepts bet poe lord blackwood spend entire night latter creepy old castle everyone spent night previously died hero meet previous wager taker br br nowadays horror film tend focus much shot result much beauty left genre refreshing therefore see film many shot incredibly beautiful female side couple wearing see skirt personal favourite shot smoke creeping door first antonio margheriti film even seeing one obvious one italy premier director also interesting fact screenplay co written another italian great django creator sergio corbucci plot meander little much time always enough atmosphere hand make sure film never becomes boring fact always intriguing even plot slows ensures thing way danse macabre utilises haunted house theme well done original help keep story eerie possible whole fan italian cult cinema want miss little gem,1
loved show used actually leave pub ten minute closing run road catch remember daniel peacock sketch gandhi newsagent masterpiece set design lighting world creating atmosphere felt actually living v unusual comedy br br unfortunately encountered one person apart reviewer ever knew programme existed fact thank imdb coming existence proving fact imagined whole series drunken haze seriously starting believe,1
know got idea snake plane put bluntly pay see movie really want waste minute life either catch cable get free pick netflix blockbuster pay rent pay rent one stupid individual acting awful plot awful everything awful except snake whether real cgi generated look pretty good said still movie one worst movie ever seen even nude dancing scene pretty bad actually fast forwarded sat warn,0
watching movie never thought defending honest enough begininning much plot real character latch onto except killer acting better capable br br know three ten stellar review saying shot poorly completely useless etc think set supposed fairly well lighting minimal time natural audience used supposed top look like camcorder snuff film fact time quality probably still high true nobody would make tne minute camera work truly bad br br particularly scary disturbing time one two character come across believable soundtrack get tiring time overall put together cleaner lot camcorder movie,0
time movie myopic desire present particular ending viewpoint simply bother actual story annoying type movie ending viewpoint conceived first story simply tacked reason often talk story jumping hoop twist trying vain progress preordained ending logical fashion br br story comet broadway jump hoop three ring circus ludicrous ill conceived disingenuous prone speaking aloud screen carrying quite rant br br central theme screenplay cesspool woman choosing family profession since horribly muddled end offensive people either opinion end point story theme becomes irrelevant often case poor screenplay acting save thing,0
course could obviously co opted several aspect excellent movie also based sensational french case self described doctor world health organization murdered family finally unmasked fraud emilio refers son monster sings radio car hang park bench specializes investment scheme defraud family friend directly lifted time came year nobody life bad movie pretty good good acting writing whereas vincent time much subtle character seems sense ethic even though time get twisted knot protagonist seems devoid character save winning look charm seriously part used x ray show mother law cancer bilk money father utilizes subtle twist scam avoid eviction fancy home failing pay lease time almost much guy shame whatsoever fact like lead stepfather poor schmuck get fired humiliated face disappointment family friend feel forced invent shiny new life vincent time thus one could feel tension mounting nobody life violent conclusion coming one thing nobody life time definitely lacked love interest apart protagonist trusting wife hard understand sexy babysitter able fascinate ensnare emile degree ignored danger natural curiosity allowed lay bare le carefully constructed con given reservation mentioned pretty good movie found entertaining long something touching similar element go might deeper intellectually spiritually satisfying strongly suggest time,1
see movie believe raf others giving really awful bio believe authorized shirley temple based book child star give feeling awfully easy please br br first ashley rose orr whatever modest talent way shape form even resembles shirley temple enough cast sort straightforward biography world famous child star give indication child revered except trying hardest shirley impersonation never click level none whatsoever br br major handicap whole piece bad enough drama inherent shirley story climb almost overnight stardom completely white washed insipid writing peppered occasional song dance moment even approximate shirley example codfish ball buddy ebsen probably high point shirley choreographed dance routine br br simply putting girl polka dot dress make shirley temple none shirley brand charm warmth appeal even remotely suggested see display pale imitation original proving one shirley temple br br worthless write anything mess none others ordinary lifeless role advice shirley fan read book better still watch movie br br pit,0
picked movie cover even knowing watched laughed hard one favorite movie time rusty guy created masterpiece would highly recommend movie one sense humor thank rusty giving u something laugh,1
know original hey else said feel unutterably silly paying attention hell came movie make important political social issue fallout atmospheric atomic test seem matter joking dismissal concern alarm raised scientist world time,0
way put word bad shapeless paceless laughless vice academy film really experience one third time row writer director rick sloane show even ounce writing directing talent nothing person age believe laugh yet brief nudity plot element make film unsuitable kid lead believe really aimed adult mental capability year old elizabeth kaitan make welcome replacement linnea quigley winningly bubbly cute wonderful big smile thing make viewer smile well watching girl film like watching bunch flower desert covered horse manure,0
spoiler fifth paragraph amazingly frank uh huh uh huh picture otto preminger carlyle production took chance making motion picture association america balked certifying film openly show junky jabbing syringe full heroin arm frank sinatra took chance playing addicted musician falling flat face role required least twice much acting ever done gamble paid movie classic though perfect br br nelson algren novel may great far much going fit comfortably two hour movie man golden arm minute often feel much longer however opinion frankie machine sinatra make film character sub plot involving frankie ultimately frankie addiction everyone everything seems dependent feel keenly pressure get much drum start pounding soundtrack frankie step across street well dressed friend louie br br exaggeration say frank sinatra music career ever really doldrums early limbo day touring big band la vega era eternity established serious actor career singer rebounded well man golden arm still significant challenge whole show sink swim performance pull skill several minute time forgot watching frank sinatra must known junky musician exploited knowledge utmost br br set side side billy wilder masterpiece lost weekend emphasis sociological cause addiction man golden arm whereas birnem ray milland lost weekend seems struggle mostly frankie machine beset external force take refuge needle neither approach wholly right wrong mostly addiction impossible fully explain seems like film might benefited little insight frankie internal struggle br br spoiler one problem film clichéd reliance quitting cold turkey realize man golden arm probably setting trend rather following make better beginning movie frankie appearance kicked habit help doctor treatment facility sort naturally drama film requires backslide found american ideal man face problem alone maybe help good woman place going cold turkey riding sunset kim novak seemed unrealistic end lost weekend similar opinion little le rosy,1
u least inhabit two world real world mercy circumstance world within unconscious safe place escape word mr gone introduces inside world maxx fascinating world fantasy reality combined inspired comic book sam kieth maxx faithful material inspired story also graphic style look like page comic giving show surreal unique appearance also story interesting entertaining moment could turn weird got inside hard get story character wonderfully developed music go perfectly style show give proper atmosphere unfortunately like many good animated show one short lived maxx must see one time favorite,1
saw trailer film watching titanic must admit whetted appetite volcano seemed quite spectacular full promise damp squib corny word script characterization often ludicrous stupid daughter beyond belief supposed scientist fireman peripheral character offer movie rank front cruise ii twister film completely appalling reasonable effect overall waste time,0
second beginning title explains show u beginning end human race set long matrix existed short anime written wachowski show u world could lay infront u distant future set turn st century second renaissance delf issue common human behaviour greed power control vanity etc br br use robot artificial intellegence slave servents common among science fiction fantasy story second renaissance exeption concept however instead simple man v machine layout story explains struggle machine put struggle acceptance world ruled human matrix film show u human perspective short animation tell side story br br second renaissance part answer many question brought original matrix film war broke sky blackend led use human battery also introduces u machine city called may relevance upcoming matrix revolution film br br give away much story want ruin experience perspective viewer however recommend anybody interested world matrix simply anybody interested japanese animation anime br br,1
crystal voyager strange documentary eccentric surfer living australia american birth george greenough surfed photographed friend recently dolphin australia year using various invented camera either strap back board boat mid teamed surf mag editor budding film maker david elfick create visually interesting tale life photography minute feature crystal voyager result even audience bit puzzled film neither surf ing movie surf movie george swim child zippy board real surfboard offset tedious droning george occasionally dry droll actually funny like almost setting fire falling something spectacular power glide wave ran minute set pink floyd music sydney opera house opened also contained cinema crystal voyager booked arty sporty oz pic default became hit opera house ticket cost far movie ticket audience flocked see film excuse sydney opera house film record business low budget attraction local tourist wanted tell neighbor seen show created myth film huge crowd puller reputation spread result teamed fantasy cartoon fantastic planet trippy run uk europe double feature ran coastal cinema crowd rather nonplussed recently george emerged lord fly style another well photographed sea adventure called dolphin glide offer viewer dive swim wild dolphin byron bay eccentric min short even eccentric min george short met collective yawn medium pubic january make crystal voyager fluke year ago however special oz surf night outdoor cinema last year people turned turn every night see anything summer season film damned thing fluked another box office binge many actually enjoyed much open debate likely plain puzzled mad film astonishing reputation elfick however since gone onto stellar career major producer director many lauded australian international film look worry starstruck undercover rabbit proof fence love limbo clear present applause achievement george however still floating around somewhere droning away looking something else film drop camera,0
one word describes film bad idea movie even made got dennis hopper star film stuart gordon better director hopper much better actor film plain stupid like square pig idea interesting love scene involving cyborg avoid film cost,0
story line game jerky appears game writer tried find way justify character appears certain area world map tale soul said gripe game br br beginning fmv spectacular breath taking scenery interesting new device ability create design character martial art discipline even second story mode make awkward story design tale soul br br part fmvs tale soul also interactive decide fate character certain degree interesting feature br br many combination character create varied path explore tale soul chronicle sword story mode game keep beatem rpg fan amused,1
depiction forlorn japanese force philipines tour de force utter meaninglessness war effective representation japanese pacifist view ww ii movie japanese soldier left fend jungle philipines faced impending starvation resort cannibalism gradually lose little humanity left call film depressing would something understatement viewer left utterly despairing sense life lost value modern combat final scene almost nihilistic film worthy statement none le highly recommended,1
voted excellent film took two snapshot americana one one every year afterward br br nothing really changed br br joe actually jerk big stupid slob mad everybody else world idiocy really spoiler key film big corporate never wrong guy making friend semi troglodyte joe get kind validation bigotry stupidity sense wronged br br yet would argue dealer boyfriend deserve die kid ripped joe compton joe compton actually getting hash young skin got ripped simple film many way except new york city par battle zone thanks nixon care money going war vietnam write long wait netflix film make happy think people want learn pretty good snapshot exact bit caricaturist actually pretty close back scary thing thing changed much sure welfare mean wage slavery br br amazing millionaire complain making enough money complain hour much pay people,1
number lie people voted film say great deal standing one intuitively insightful comedian late th century know work bill hick alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two film explain first see talent obvious start knew bill hick always say funny also unique film also show quality material challenging many entertainment industry drinking also contributed career problem le evident film second film complete performance never seen heard bill hick wonderful introduction person dark intelligent humor especially due fact topic almost year old yet remain ironically date underlined fact many event took place first president bush br br watching together first biography performance make aware greatly talented young man quickly life passed american medium sometimes act great big homogenizer let make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful year death people imdb say something film seen hope understand people listening bill hick,1
man named jerry come possession ancient aztec doll however creepy little figure possessed evil spirit take jerry body push spill blood seen two horror movie dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint either plot slow moving effective human goo effect little bit gore scene female tabloid reporter attacked arm come ripping mattress hoot liked low budget horror movie horror genre,1
really disappointed movie great actor potentially great plot seemed limp along br br charlize theron masterful role beautiful seemed like screen work car chase done austin mini product placement gone wrong wrong br br direction seemed edward norton bad guy obvious right start every time camera would pas would linger long norton would grimace something c mon hollywood give u little credit okay surprise u plot twist without telegraph br br sorry movie average always one appreciate work talent go movie one,0
solid comedy entertainment musical interlude generates fast pace carry proceeding along zestful tempo maze humorous chiller complication boris karloff bela lugosi peter lorre form strong setup sinister villainy script contains standard mystery film prop sliding panel secret passageway thunder lightning poisoned blow dart karloff lugosi lorre go heavy leer obvious melodramatics gaslit era kay kyser band offered great entertainment people living trying forget horror world war ii,0
docteur petiot starring michel serrault brutal story brutal man doctor heals sick occupied france even ability compensate yet prey weakest amidst populace imagery cinematography superb lend additional macabre feeling complex story perfect psychopath seductive altruistic intelligent caring calculating murderous movie certain forgotten soon viewer kudos mr serrault chilling portrayal,1
men love police movie filled action shooting chase etcetera br br boy let watching short unsatisfying movie seen hostage bank surrounding yet bad guy shoot multiple officer innocent people simply stay line fire without getting hit due kevlar br br shot hundred shot going back bank dumb hostage lock safe door bad guy went stupid director think br br okay shot fake documentary good seeing film got thought police get decent shooting course many cop swat real long break truly bad,0
certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer message talent doppelganger split end like ok quite expecting let see movie say certainly ridiculous sweet idea actually coherent story strange way br br point movie logical entertaining communicate emotional level easily bored many movie one kept interest throughout br br think story may auto biographical root guess horribly bad good looking movie person may done experience,1
think talking parrot cup tea huh well think paulie wonderful film filled touching moment character lovable especially paulie enters life many people journey journey worth experiencing miss available home video,1
movie good god special effect suck movie difficult anything suck movie plot special effect manage pull let try explain bad movie br br first plot four punk as teenage dirt bikers riding around forest duluth mn one dumb as try ridiculous jump break leg paramedic come help get stranded helicopter break five realize forest fire see started guy dumping ton gas forest show u boot show scene scene guy boot walking around dumping gas starting fire meanwhile teenager try escape fire find boot man somehow managed get ahead speeding forest dirt bike dump gas area riding start fire several time paramedic finally catch start fire spoil ending guy resilience shouting bloody hell screen anyway surrounded fire escape mine filled methane gas yes methane gas even going try describe ending ridiculous enjoy see coming possibly expect happens second major problem movie consistency br br semblance consistence much ask apparently cannot even count number broken limb movie keep breaking arm leg crashing bike think character break least one limb several one limp around scene end forget supposed broken limb one scene three supposed broken leg start dancing injury suddenly return plot need br br finally cgi hell consists watching fire movie forest fire line dirt path cgi fire clearly see cgi fire along path tree two foot path left untouched zoom show whole forest engulfed flame hard describe word ridiculous look assure ridiculousness quite impressive br br movie one bad good type occasion descends painful bad category part stay line laughably inept wait check nature unleashed movie came four pack one,0
get lazy director movie instead setting scene creative way relies boring old zombie clichés br br two unarmed lead get college step van surround zombie yet neither lead bitten bothered direct decent fight scene see lead shove way step br br sometimes zombie limp others run like wind really convenient director set anything like without bothering continuity behaviour zombie br br careful planning lot inspiration movie could much better,0
would highly recommend movie certainly shall personally recommending friend family abroad excited anticipation pre ordered online enjoyed much february march well worth wait first go see cinema nothing quite like cinema experience cinema made movie insist local cinema put went see seachd inaccessible pinacle tonight london really impressed marvel truly beautiful film set scottish highland laugh cry moved may different way intrigued story within story revealed amazed revelation br br movie scottish gaelic english subtitle let detract speaker gaelic starting son many people tonight spoil u manner mean superlative suffice photography superb cgi movie better true photography script skilfully subtly written many layered plot weave magic art ancient storyteller music time rousing time haunting always adding atmospheric ambiance acting behold actor true weaver delightful yet profound film particularly two main actor padruig young padruig elder true bard ever carried heavy load direction well watch richard producer responsible raising funding hiring key personnel arranging distributor task well done hope make sure distribution go community abroad gaelic community uill without could happened told movie made low budget would know think might well might lacked money made richness heart warmth co operation local scottish gaelic community br br heartfelt thanks concerned making sponsoring seachd mòran taing many thanks gael world world gael,1
light new york first taking feature film coming brisk minute directed bryan foy famous vaudeville family br br story two dopey barber cullen landis eugene palette yearning chance big city life getting involved gangster bootleg booze one guy get framed murder cop saved last minute gun moll gladys brockwell br br much story take place night club called night hawk run crook named hawk wheeler oakman eye pretty chorine helene costello girl friend landis costello get brief dance hear harry downing made resemble ted lewis sing dawning best al jolson style br br acting range good palette brockwell awful oakman couple actor muff line keep right scene noted elsewhere intended short reeler made shoestring budget yet sound quality surprisingly good voice register clearly neat cinematic touch silhouette death br br film box office smash even though shown silent film theater wired new sound technology one expected little film gross amazing million briefly made star costello landis certainly launched palette long career star character actor br br co star include mary carr mother robert elliott detective eddie kane street cop tom dugan thug,1
plenty comment already posted saying exactly felt film ill keep short br br grinch thought marvellous jim carrey truly talented physical comedian well versatile clever actor opinion mike myers hand get laugh annoying used like much wayne world married axe murderer day ive never fond austin power cat hat finished br br film horrible gag horrible inappropriate child adult content fact dated havent amused anyone year plot messy messy messy shame really child likeable mom probably could picked better villain alec baldwin could pulled myers ugly revolting acted portrayal cat br br mean myers even glance script one written actor seemed one cat seemed winging br br hand would like mention set prop marvellous unfortunately cant save film br br poor dr seuss man genius dont ruin reputation adapting work lazy messy way br br,0
understand low rating film delight people like strong suspense plot dark atmospherics tone reminiscent midnight garden good evil locale savannah acting strong amazed verisimilitude kenneth branagh southern accent famke jansen great robert duval effective small part embeth davitz bomb great full nude scene br br plot fairly standard effectively executed,1
like film several reason soft spot film intricately plotted criminal plot like topkapi also enjoy film like topkapi big deal madonna street spoof genre one best one disorganized crime br br corbin bernsen met four con year decides useful bank robbery planning small montana town given detail crime fellow really know shortly sends bernsen arrested two new jersey policeman ed neill daniel roebuck escaped warrant bring back custody four con fred gwynne lou diamond philip ruben blade rus show without clue except bernsen planning something br br first twenty minute film deal four con slowly getting used gwynne philip managing push away suspicion figure trust time see bernsen patiently waiting right moment escape neill roebuck difficult brightest bulb ever existed result two set plot keep juxtaposing throughout film four con trying figure bernsen scheme put operation bernsen trying maintain freedom pursuer regain cabin hopefully find gang take command also third smaller plot involving growing annoyance anger local sheriff hoyt axton idiot new jersey keep getting hair br br many delightful moment film axton egged neil roebuck surrounding house town bernsen supposed hiding inside yelling megaphone come surrounded scene switch huge montana plain bernsen struggling stumbling mile police think moment moment misadventure four con fortunately put oldest gwynne leadership position always guarantee anything one point car start thumb ride truck unfortunately truck carrying manure br br conclusion gang successfully carrying robbery including disabling police car critical time philip specialty car also gem timing suspense comic result film entertaining certainly worth watching,1
switched cable whim treated quite surprise although predictable film turned quite enjoyable big star well directed plain fun hyped crap nice get unexpected surprise little film fit bill nicely,1
mix comedy romance music action horror knockout one reason people rave hong kong cinema looking something totally original look entertainment peak,1
never heard mishima watched film although part little tedious still find drawn watch repeated box beginning film told celebrated japanese writer behaves like lunatic commits seppuku public film progress gently inducted twisted logic mishima mind stage life presented four chapter chapter blend two contrasting narrative first continues story scene mishima life appear black white second narrative adaptation scene novel staged like play filmed vivid colour different novel staged chapter chapter narrative return present mishima proceeds towards eventual ritual suicide mean drama tension maintained end br br suspect many people find film boring pretentious art house respect film people want action strong story line hand kind person relish opportunity penetrate mind bizarre man watching life story told collage beautiful picture set music philip glass love loved br br,1
